locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_05477	CDS	1404				hypothetical protein
PLNMODBO_05478	CDS	1401				hypothetical protein
PLNMODBO_05479	CDS	1533				hypothetical protein
PLNMODBO_05480	CDS	705	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PLNMODBO_05481	CDS	771	inhA_4	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
PLNMODBO_05482	CDS	684	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
PLNMODBO_05483	CDS	1326	yycB_3		COG2807	putative transporter YycB
PLNMODBO_05484	CDS	117				hypothetical protein
PLNMODBO_05485	CDS	210				hypothetical protein
PLNMODBO_05486	CDS	519		3.1.3.-	COG2062	putative protein
PLNMODBO_05487	CDS	1248		3.1.3.3	COG0560	Phosphoserine phosphatase
PLNMODBO_05488	CDS	2016				hypothetical protein
PLNMODBO_05489	tRNA	89				tRNA-Pro(ggg)
PLNMODBO_05490	CDS	744				hypothetical protein
PLNMODBO_05491	CDS	702	fbiB_2	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
PLNMODBO_05492	CDS	1116	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PLNMODBO_05493	CDS	780				hypothetical protein
PLNMODBO_05494	CDS	1164				hypothetical protein
PLNMODBO_05495	CDS	678	liaR_7		COG2197	Transcriptional regulatory protein LiaR
PLNMODBO_05496	CDS	240	chpE			Chaplin-E
PLNMODBO_05497	CDS	246	chpD_2			Chaplin-D
PLNMODBO_05498	CDS	822				putative protein
PLNMODBO_05499	CDS	810	ylmA_2	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
PLNMODBO_05500	CDS	411				hypothetical protein
PLNMODBO_05501	CDS	951			COG0330	putative protein
PLNMODBO_05502	CDS	768	yfcA_3		COG0730	putative membrane transporter protein YfcA
PLNMODBO_05503	CDS	504				hypothetical protein
PLNMODBO_05504	CDS	540				hypothetical protein
PLNMODBO_05505	CDS	783	spo0M		COG4326	Sporulation-control protein spo0M
PLNMODBO_05506	CDS	654		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
PLNMODBO_05507	rRNA	1524				16S ribosomal RNA
PLNMODBO_05508	rRNA	3119				23S ribosomal RNA
PLNMODBO_05509	rRNA	111				5S ribosomal RNA
PLNMODBO_05510	CDS	2103				hypothetical protein
PLNMODBO_05511	CDS	1824	iucC	6.3.2.39	COG4264	Aerobactin synthase
PLNMODBO_05512	CDS	573				hypothetical protein
PLNMODBO_05513	CDS	1323	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
PLNMODBO_05514	CDS	1587	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
PLNMODBO_05515	CDS	1260				hypothetical protein
PLNMODBO_05516	CDS	1035		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
PLNMODBO_05517	CDS	891	viuB_1		COG2375	Vibriobactin utilization protein ViuB
PLNMODBO_05518	CDS	1026				hypothetical protein
PLNMODBO_05519	CDS	1044	fepD_3		COG0609	Ferric enterobactin transport system permease protein FepD
PLNMODBO_05520	CDS	1113	fepG_2		COG4779	Ferric enterobactin transport system permease protein FepG
PLNMODBO_05521	CDS	816	fepC_3		COG1120	Ferric enterobactin transport ATP-binding protein FepC
PLNMODBO_05522	CDS	348				hypothetical protein
PLNMODBO_05523	CDS	411				hypothetical protein
PLNMODBO_05524	CDS	816	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
PLNMODBO_05525	CDS	990	ppnK	2.7.1.23	COG0061	NAD kinase
PLNMODBO_05526	CDS	888				hypothetical protein
PLNMODBO_05527	CDS	1566				hypothetical protein
PLNMODBO_05528	CDS	1458				hypothetical protein
PLNMODBO_05529	tRNA	98				tRNA-Arg(gcg)
PLNMODBO_05530	CDS	783				hypothetical protein
PLNMODBO_05531	CDS	1143	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PLNMODBO_05532	CDS	651	leuE_2		COG1280	Leucine efflux protein
PLNMODBO_05533	CDS	1626				hypothetical protein
PLNMODBO_05534	CDS	1038	rbsR_3		COG1609	Ribose operon repressor
PLNMODBO_05535	CDS	966	glcA	3.2.1.39		Glucan endo-1,3-beta-glucosidase A1
PLNMODBO_05536	CDS	1173		3.2.1.39		Glucan endo-1,3-beta-glucosidase
PLNMODBO_05537	CDS	1872		3.2.1.28	COG3387	Trehalase
PLNMODBO_05538	CDS	1680	pyrG	6.3.4.2	COG0504	CTP synthase
PLNMODBO_05539	CDS	627				hypothetical protein
PLNMODBO_05540	CDS	2193				hypothetical protein
PLNMODBO_05541	CDS	1116	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
PLNMODBO_05542	CDS	1017			COG1192	putative protein
PLNMODBO_05543	CDS	1281				hypothetical protein
PLNMODBO_05544	CDS	873	scpA		COG1354	Segregation and condensation protein A
PLNMODBO_05545	CDS	672	scpB			Segregation and condensation protein B
PLNMODBO_05546	CDS	1152				hypothetical protein
PLNMODBO_05547	CDS	1017	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
PLNMODBO_05548	CDS	774				hypothetical protein
PLNMODBO_05549	CDS	729				hypothetical protein
PLNMODBO_05550	CDS	435				hypothetical protein
PLNMODBO_05551	CDS	363	aroH_3	5.4.99.5	COG4401	Chorismate mutase AroH
PLNMODBO_05552	CDS	1086				hypothetical protein
PLNMODBO_05553	CDS	714	cmk	2.7.4.25	COG0283	Cytidylate kinase
PLNMODBO_05554	CDS	675				hypothetical protein
PLNMODBO_05555	CDS	1461	der		COG1160	GTPase Der
PLNMODBO_05556	CDS	399				hypothetical protein
PLNMODBO_05557	CDS	819				hypothetical protein
PLNMODBO_05558	CDS	660				hypothetical protein
PLNMODBO_05559	CDS	453				hypothetical protein
PLNMODBO_05560	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PLNMODBO_05561	CDS	2712	btuD_25	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_05562	CDS	510				hypothetical protein
PLNMODBO_05563	CDS	549				hypothetical protein
PLNMODBO_05564	CDS	1332				hypothetical protein
PLNMODBO_05565	CDS	987				hypothetical protein
PLNMODBO_05566	CDS	171				hypothetical protein
PLNMODBO_05567	CDS	1017				hypothetical protein
PLNMODBO_05568	CDS	1728	ctaD_4	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
PLNMODBO_05569	CDS	276				hypothetical protein
PLNMODBO_05570	CDS	246				hypothetical protein
PLNMODBO_05571	CDS	831				hypothetical protein
PLNMODBO_05572	CDS	324	gvpA_1			Gas vesicle structural protein
PLNMODBO_05573	CDS	1134				hypothetical protein
PLNMODBO_05574	CDS	645				hypothetical protein
PLNMODBO_05575	CDS	246				hypothetical protein
PLNMODBO_05576	CDS	741				hypothetical protein
PLNMODBO_05577	CDS	432	gvpA_2			Gas vesicle structural protein
PLNMODBO_05578	CDS	321				hypothetical protein
PLNMODBO_05579	CDS	216				hypothetical protein
PLNMODBO_05580	CDS	960				hypothetical protein
PLNMODBO_05581	CDS	1179				hypothetical protein
PLNMODBO_05582	CDS	1617	qacA_7		COG0477	Antiseptic resistance protein
PLNMODBO_05583	CDS	1197	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PLNMODBO_05584	CDS	453	sepF_3			Cell division protein SepF
PLNMODBO_05585	CDS	1839				hypothetical protein
PLNMODBO_05586	CDS	1041				hypothetical protein
PLNMODBO_05587	CDS	1347	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
PLNMODBO_05588	CDS	807				hypothetical protein
PLNMODBO_05589	CDS	909	sprB_2	3.4.21.81		Streptogrisin-B
PLNMODBO_05590	CDS	921				hypothetical protein
PLNMODBO_05591	CDS	1065	sprD	3.4.21.-		Streptogrisin-D
PLNMODBO_05592	CDS	1392				hypothetical protein
PLNMODBO_05593	CDS	426	sti_3			Transglutaminase-activating metalloprotease inhibitor
PLNMODBO_05594	CDS	1326			COG4325	putative protein
PLNMODBO_05595	CDS	1935	htpG		COG0326	Chaperone protein HtpG
PLNMODBO_05596	CDS	684				hypothetical protein
PLNMODBO_05597	CDS	765	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PLNMODBO_05598	CDS	1080				hypothetical protein
PLNMODBO_05599	CDS	3765	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
PLNMODBO_05600	CDS	1068	dinB	2.7.7.7		DNA polymerase IV
PLNMODBO_05601	CDS	669				hypothetical protein
PLNMODBO_05602	CDS	1011	gbpA_2			GlcNAc-binding protein A
PLNMODBO_05603	CDS	1269				hypothetical protein
PLNMODBO_05604	CDS	2001				hypothetical protein
PLNMODBO_05605	CDS	1755				hypothetical protein
PLNMODBO_05606	CDS	1281	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
PLNMODBO_05607	CDS	429				hypothetical protein
PLNMODBO_05608	CDS	393				hypothetical protein
PLNMODBO_05609	CDS	798				hypothetical protein
PLNMODBO_05610	CDS	390				hypothetical protein
PLNMODBO_05611	CDS	930				hypothetical protein
PLNMODBO_05612	CDS	399				hypothetical protein
PLNMODBO_05613	CDS	429				hypothetical protein
PLNMODBO_05614	CDS	777	ddaH	3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
PLNMODBO_05615	CDS	1113				hypothetical protein
PLNMODBO_05616	CDS	1452				hypothetical protein
PLNMODBO_05617	CDS	3891				hypothetical protein
PLNMODBO_05618	CDS	813				hypothetical protein
PLNMODBO_05619	CDS	1140				hypothetical protein
PLNMODBO_05620	CDS	816	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
PLNMODBO_05621	CDS	1095				hypothetical protein
PLNMODBO_05622	CDS	495				hypothetical protein
PLNMODBO_05623	CDS	807		3.1.1.3		Lipase
PLNMODBO_05624	CDS	1545	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_05625	CDS	1527				hypothetical protein
PLNMODBO_05626	CDS	1353				hypothetical protein
PLNMODBO_05627	CDS	1596				hypothetical protein
PLNMODBO_05628	CDS	567	sigK_2		COG1595	ECF RNA polymerase sigma factor SigK
PLNMODBO_05629	CDS	843				hypothetical protein
PLNMODBO_05630	CDS	1230	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
PLNMODBO_05631	CDS	1272				hypothetical protein
PLNMODBO_05632	CDS	1362	ydjE			Inner membrane metabolite transport protein YdjE
PLNMODBO_05633	CDS	879				hypothetical protein
PLNMODBO_05634	CDS	750	gamR			HTH-type transcriptional repressor GamR
PLNMODBO_05635	CDS	1326	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
PLNMODBO_05636	CDS	1503				hypothetical protein
PLNMODBO_05637	CDS	1293				hypothetical protein
PLNMODBO_05638	CDS	771	COQ5_10	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_05639	CDS	912	garR_3	1.1.1.60		2-hydroxy-3-oxopropionate reductase
PLNMODBO_05640	CDS	1419	ald_2	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
PLNMODBO_05641	CDS	1083		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
PLNMODBO_05642	tRNA	90				tRNA-Pro(ggg)
PLNMODBO_05643	CDS	1308				hypothetical protein
PLNMODBO_05644	CDS	300				hypothetical protein
PLNMODBO_05645	CDS	849				hypothetical protein
PLNMODBO_05646	CDS	978			COG4413	Urea transporter
PLNMODBO_05647	CDS	654	tetR_3			Tetracycline repressor protein class A from transposon 1721
PLNMODBO_05648	CDS	1155	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PLNMODBO_05649	CDS	630				hypothetical protein
PLNMODBO_05650	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
PLNMODBO_05651	CDS	534	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
PLNMODBO_05652	CDS	1443	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
PLNMODBO_05653	CDS	114				hypothetical protein
PLNMODBO_05654	CDS	1341				L-lactate transporter
PLNMODBO_05655	CDS	618				hypothetical protein
PLNMODBO_05656	CDS	1317				hypothetical protein
PLNMODBO_05657	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
PLNMODBO_05658	CDS	1389				hypothetical protein
PLNMODBO_05659	CDS	795	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PLNMODBO_05660	CDS	1656	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PLNMODBO_05661	CDS	633	kstR2_2			HTH-type transcriptional repressor KstR2
PLNMODBO_05662	CDS	891				hypothetical protein
PLNMODBO_05663	CDS	1215	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
PLNMODBO_05664	CDS	1074				hypothetical protein
PLNMODBO_05665	CDS	429				hypothetical protein
PLNMODBO_05666	CDS	411				hypothetical protein
PLNMODBO_05667	CDS	534	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
PLNMODBO_05668	CDS	783		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
PLNMODBO_05669	CDS	654				hypothetical protein
PLNMODBO_05670	CDS	876				hypothetical protein
PLNMODBO_05671	CDS	891				hypothetical protein
PLNMODBO_05672	CDS	1665		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
PLNMODBO_05673	CDS	954				hypothetical protein
PLNMODBO_05674	CDS	1587				hypothetical protein
PLNMODBO_05675	CDS	1986		1.4.3.22		Histamine oxidase
PLNMODBO_05676	CDS	789	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
PLNMODBO_05677	CDS	642				hypothetical protein
PLNMODBO_05678	CDS	573				hypothetical protein
PLNMODBO_05679	CDS	909				hypothetical protein
PLNMODBO_05680	CDS	1125	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNMODBO_05681	CDS	819	walR		COG0745	Transcriptional regulatory protein WalR
PLNMODBO_05682	CDS	558				hypothetical protein
PLNMODBO_05683	CDS	936				hypothetical protein
PLNMODBO_05684	CDS	411				hypothetical protein
PLNMODBO_05685	CDS	1374		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
PLNMODBO_05686	CDS	1626	ybiT_4		COG0488	putative ABC transporter ATP-binding protein YbiT
PLNMODBO_05687	CDS	423				hypothetical protein
PLNMODBO_05688	CDS	714				hypothetical protein
PLNMODBO_05689	CDS	489				hypothetical protein
PLNMODBO_05690	CDS	852				hypothetical protein
PLNMODBO_05691	CDS	516				hypothetical protein
PLNMODBO_05692	CDS	255				hypothetical protein
PLNMODBO_05693	CDS	174				hypothetical protein
PLNMODBO_05694	CDS	291				hypothetical protein
PLNMODBO_05695	CDS	1275	arnB_2	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PLNMODBO_05696	CDS	825				hypothetical protein
PLNMODBO_05697	CDS	1098				hypothetical protein
PLNMODBO_05698	CDS	1461				hypothetical protein
PLNMODBO_05699	CDS	1074				hypothetical protein
PLNMODBO_05700	CDS	843		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PLNMODBO_05701	CDS	1209				hypothetical protein
PLNMODBO_05702	CDS	570				hypothetical protein
PLNMODBO_05703	CDS	441	espR_3			Nucleoid-associated protein EspR
PLNMODBO_05704	CDS	939				hypothetical protein
PLNMODBO_05705	tRNA	86				tRNA-Leu(gag)
PLNMODBO_05706	CDS	1326	dapE_4	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
PLNMODBO_05707	CDS	234	chpA			Chaplin-A
PLNMODBO_05708	CDS	861				hypothetical protein
PLNMODBO_05709	CDS	189				hypothetical protein
PLNMODBO_05710	CDS	708				hypothetical protein
PLNMODBO_05711	CDS	2550	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
PLNMODBO_05712	CDS	984	yajO_7	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PLNMODBO_05713	CDS	1056		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
PLNMODBO_05714	CDS	789				hypothetical protein
PLNMODBO_05715	CDS	996	corA_4		COG0598	Cobalt/magnesium transport protein CorA
PLNMODBO_05716	CDS	699	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
PLNMODBO_05717	CDS	591				hypothetical protein
PLNMODBO_05718	CDS	936				hypothetical protein
PLNMODBO_05719	CDS	1230	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
PLNMODBO_05720	CDS	960				hypothetical protein
PLNMODBO_05721	CDS	1035				hypothetical protein
PLNMODBO_05722	CDS	177				hypothetical protein
PLNMODBO_05723	CDS	1170		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
PLNMODBO_05724	CDS	1134				hypothetical protein
PLNMODBO_05725	CDS	1377		4.2.1.68	COG4948	L-fuconate dehydratase
PLNMODBO_05726	CDS	786	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PLNMODBO_05727	CDS	1023	rbsB		COG1879	Ribose import binding protein RbsB
PLNMODBO_05728	CDS	1668	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PLNMODBO_05729	CDS	1032	araH		COG1172	L-arabinose transport system permease protein AraH
PLNMODBO_05730	CDS	1017	fdh	1.1.1.122		D-threo-aldose 1-dehydrogenase
PLNMODBO_05731	CDS	831				hypothetical protein
PLNMODBO_05732	CDS	396				hypothetical protein
PLNMODBO_05733	CDS	747	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
PLNMODBO_05734	CDS	672	lutR_2		COG2186	HTH-type transcriptional regulator LutR
PLNMODBO_05735	CDS	1329	atzA	3.8.1.8		Atrazine chlorohydrolase
PLNMODBO_05736	CDS	759	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
PLNMODBO_05737	CDS	690	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
PLNMODBO_05738	CDS	708	mtnC	3.1.3.77		Enolase-phosphatase E1
PLNMODBO_05739	CDS	597	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
PLNMODBO_05740	CDS	1533	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
PLNMODBO_05741	CDS	1611	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
PLNMODBO_05742	CDS	1542	glpK_1	2.7.1.30	COG0554	Glycerol kinase
PLNMODBO_05743	CDS	789	glpF_2		COG0580	putative glycerol uptake facilitator protein
PLNMODBO_05744	CDS	774	gylR			Glycerol operon regulatory protein
PLNMODBO_05745	CDS	3510	metH	2.1.1.13	COG0646	Methionine synthase
PLNMODBO_05746	CDS	702	gph_9	3.1.3.18		Phosphoglycolate phosphatase
PLNMODBO_05747	CDS	1611	ddpA_3		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
PLNMODBO_05748	CDS	1593	ddpA_4		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
PLNMODBO_05749	CDS	672	lnrK_7		COG2197	Transcriptional regulatory protein LnrK
PLNMODBO_05750	CDS	1146				hypothetical protein
PLNMODBO_05751	CDS	1311				hypothetical protein
PLNMODBO_05752	CDS	909	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
PLNMODBO_05753	CDS	588				hypothetical protein
PLNMODBO_05754	CDS	288				hypothetical protein
PLNMODBO_05755	CDS	1767	arc		COG0464	Proteasome-associated ATPase
PLNMODBO_05756	CDS	1512	dop	3.4.-.-		Depupylase
PLNMODBO_05757	CDS	219	pup			Prokaryotic ubiquitin-like protein Pup
PLNMODBO_05758	CDS	777	prcB	3.4.25.1	COG0638	Proteasome subunit beta
PLNMODBO_05759	CDS	786	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
PLNMODBO_05760	CDS	1047	cytR_5		COG1609	HTH-type transcriptional repressor CytR
PLNMODBO_05761	CDS	1269				hypothetical protein
PLNMODBO_05762	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
PLNMODBO_05763	CDS	987				hypothetical protein
PLNMODBO_05764	CDS	375	fkbP	5.2.1.8		FK506-binding protein
PLNMODBO_05765	CDS	990	pafB		COG2378	Protein PafB
PLNMODBO_05766	CDS	951	pafC		COG2378	Protein PafC
PLNMODBO_05767	CDS	261				hypothetical protein
PLNMODBO_05768	CDS	204				hypothetical protein
PLNMODBO_05769	CDS	285	tatA_2			Sec-independent protein translocase protein TatA
PLNMODBO_05770	CDS	924	tatC		COG0805	Sec-independent protein translocase protein TatC
PLNMODBO_05771	CDS	2820	helY	3.6.4.-	COG4581	putative helicase HelY
PLNMODBO_05772	CDS	915	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_05773	CDS	1494	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
PLNMODBO_05774	CDS	858			COG2375	putative protein
PLNMODBO_05775	CDS	924		3.1.11.-	COG0258	5'-3' exonuclease
PLNMODBO_05776	CDS	1200	opuAA_2	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
PLNMODBO_05777	CDS	2598				hypothetical protein
PLNMODBO_05778	CDS	702	btuF_3			Vitamin B12-binding protein
PLNMODBO_05779	CDS	1179				hypothetical protein
PLNMODBO_05780	CDS	948				putative HTH-type transcriptional regulator
PLNMODBO_05781	CDS	693		2.4.2.-	COG2071	Putative glutamine amidotransferase
PLNMODBO_05782	CDS	1473	yhdG_4		COG0531	putative amino acid permease YhdG
PLNMODBO_05783	CDS	747	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PLNMODBO_05784	CDS	1368	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
PLNMODBO_05785	CDS	1368	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
PLNMODBO_05786	CDS	786	bacC_4	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PLNMODBO_05787	CDS	1302				hypothetical protein
PLNMODBO_05788	CDS	1218				hypothetical protein
PLNMODBO_05789	CDS	1332				hypothetical protein
PLNMODBO_05790	CDS	1161				hypothetical protein
PLNMODBO_05791	CDS	735				hypothetical protein
PLNMODBO_05792	CDS	729	aqpZ2			Aquaporin Z 2
PLNMODBO_05793	CDS	399				hypothetical protein
PLNMODBO_05794	CDS	531	infC		COG0290	Translation initiation factor IF-3
PLNMODBO_05795	CDS	195	rpmI		COG0291	50S ribosomal protein L35
PLNMODBO_05796	CDS	384	rplT		COG0292	50S ribosomal protein L20
PLNMODBO_05797	CDS	855	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
PLNMODBO_05798	CDS	1149	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNMODBO_05799	CDS	1125	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
PLNMODBO_05800	CDS	2529	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PLNMODBO_05801	CDS	1224				hypothetical protein
PLNMODBO_05802	CDS	1338				hypothetical protein
PLNMODBO_05803	CDS	531				hypothetical protein
PLNMODBO_05804	CDS	258				hypothetical protein
PLNMODBO_05805	CDS	858	fadB2_2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
PLNMODBO_05806	CDS	1302				hypothetical protein
PLNMODBO_05807	CDS	204				putative protein
PLNMODBO_05808	CDS	1014				hypothetical protein
PLNMODBO_05809	CDS	1347	norG		COG1167	HTH-type transcriptional regulator NorG
PLNMODBO_05810	CDS	486				hypothetical protein
PLNMODBO_05811	CDS	1344	melA	3.2.1.22	COG1486	Alpha-galactosidase
PLNMODBO_05812	CDS	1026	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
PLNMODBO_05813	CDS	894	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
PLNMODBO_05814	CDS	1071				hypothetical protein
PLNMODBO_05815	CDS	1401				hypothetical protein
PLNMODBO_05816	CDS	1080				hypothetical protein
PLNMODBO_05817	CDS	432				hypothetical protein
PLNMODBO_05818	CDS	393				hypothetical protein
PLNMODBO_05819	CDS	831				hypothetical protein
PLNMODBO_05820	CDS	825	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
PLNMODBO_05821	CDS	978				hypothetical protein
PLNMODBO_05822	CDS	408	fosA	2.5.1.18		Glutathione transferase FosA
PLNMODBO_05823	CDS	900	sigJ_5			ECF RNA polymerase sigma factor SigJ
PLNMODBO_05824	CDS	630	tmrB			Tunicamycin resistance protein
PLNMODBO_05825	CDS	1431				hypothetical protein
PLNMODBO_05826	CDS	594				hypothetical protein
PLNMODBO_05827	CDS	345				hypothetical protein
PLNMODBO_05828	CDS	1215	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
PLNMODBO_05829	CDS	2223	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
PLNMODBO_05830	CDS	966				hypothetical protein
PLNMODBO_05831	CDS	1203				hypothetical protein
PLNMODBO_05832	CDS	1497				hypothetical protein
PLNMODBO_05833	CDS	675	lnrK_8		COG2197	Transcriptional regulatory protein LnrK
PLNMODBO_05834	CDS	1113	tet(X)_4	1.14.13.231		Flavin-dependent monooxygenase
PLNMODBO_05835	CDS	627				hypothetical protein
PLNMODBO_05836	CDS	1122				hypothetical protein
PLNMODBO_05837	CDS	789				hypothetical protein
PLNMODBO_05838	CDS	435				hypothetical protein
PLNMODBO_05839	CDS	636	tam_8	2.1.1.144		Trans-aconitate 2-methyltransferase
PLNMODBO_05840	CDS	1395				hypothetical protein
PLNMODBO_05841	CDS	606				hypothetical protein
PLNMODBO_05842	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PLNMODBO_05843	CDS	1155	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
PLNMODBO_05844	CDS	963	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PLNMODBO_05845	CDS	1242	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
PLNMODBO_05846	CDS	543	argR		COG1438	Arginine repressor
PLNMODBO_05847	CDS	1170			COG1228	putative protein
PLNMODBO_05848	CDS	582				hypothetical protein
PLNMODBO_05849	CDS	1236				hypothetical protein
PLNMODBO_05850	CDS	1125				hypothetical protein
PLNMODBO_05851	CDS	309				hypothetical protein
PLNMODBO_05852	CDS	756				hypothetical protein
PLNMODBO_05853	CDS	798				hypothetical protein
PLNMODBO_05854	CDS	741				hypothetical protein
PLNMODBO_05855	tRNA	75				tRNA-Pro(ggg)
PLNMODBO_05856	CDS	333				hypothetical protein
PLNMODBO_05857	CDS	1194	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PLNMODBO_05858	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PLNMODBO_05859	CDS	579				hypothetical protein
PLNMODBO_05860	CDS	1587	lfrA		COG0477	Multidrug efflux pump LfrA
PLNMODBO_05861	CDS	1953	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
PLNMODBO_05862	CDS	669	aas	6.2.1.20		Bifunctional protein Aas
