locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDFEFB_05565	CDS	774				hypothetical protein
GKLDFEFB_05566	CDS	729				hypothetical protein
GKLDFEFB_05567	CDS	435				hypothetical protein
GKLDFEFB_05568	CDS	363	aroH_3	5.4.99.5	COG4401	Chorismate mutase AroH
GKLDFEFB_05569	CDS	1086				hypothetical protein
GKLDFEFB_05570	CDS	714	cmk	2.7.4.25	COG0283	Cytidylate kinase
GKLDFEFB_05571	CDS	675				hypothetical protein
GKLDFEFB_05572	CDS	1461	der		COG1160	GTPase Der
GKLDFEFB_05573	CDS	399				hypothetical protein
GKLDFEFB_05574	CDS	819				hypothetical protein
GKLDFEFB_05575	CDS	660				hypothetical protein
GKLDFEFB_05576	CDS	453				hypothetical protein
GKLDFEFB_05577	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GKLDFEFB_05578	CDS	2712	btuD_25	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_05579	CDS	510				hypothetical protein
GKLDFEFB_05580	CDS	549				hypothetical protein
GKLDFEFB_05581	CDS	1332				hypothetical protein
GKLDFEFB_05582	CDS	987				hypothetical protein
GKLDFEFB_05583	CDS	171				hypothetical protein
GKLDFEFB_05584	CDS	1017				hypothetical protein
GKLDFEFB_05585	CDS	1728	ctaD_4	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
GKLDFEFB_05586	CDS	276				hypothetical protein
GKLDFEFB_05587	CDS	246				hypothetical protein
GKLDFEFB_05588	CDS	831				hypothetical protein
GKLDFEFB_05589	CDS	324	gvpA_1			Gas vesicle structural protein
GKLDFEFB_05590	CDS	1134				hypothetical protein
GKLDFEFB_05591	CDS	645				hypothetical protein
GKLDFEFB_05592	CDS	246				hypothetical protein
GKLDFEFB_05593	CDS	741				hypothetical protein
GKLDFEFB_05594	CDS	432	gvpA_2			Gas vesicle structural protein
GKLDFEFB_05595	CDS	321				hypothetical protein
GKLDFEFB_05596	CDS	216				hypothetical protein
GKLDFEFB_05597	CDS	960				hypothetical protein
GKLDFEFB_05598	CDS	1179				hypothetical protein
GKLDFEFB_05599	CDS	1617	qacA_7		COG0477	Antiseptic resistance protein
GKLDFEFB_05600	CDS	1197	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GKLDFEFB_05601	CDS	453	sepF_3			Cell division protein SepF
GKLDFEFB_05602	CDS	1839				hypothetical protein
GKLDFEFB_05603	CDS	1041				hypothetical protein
GKLDFEFB_05604	CDS	1347	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
GKLDFEFB_05605	CDS	807				hypothetical protein
GKLDFEFB_05606	CDS	909	sprB_2	3.4.21.81		Streptogrisin-B
GKLDFEFB_05607	CDS	921				hypothetical protein
GKLDFEFB_05608	CDS	1065	sprD	3.4.21.-		Streptogrisin-D
GKLDFEFB_05609	CDS	1392				hypothetical protein
GKLDFEFB_05610	CDS	426	sti_3			Transglutaminase-activating metalloprotease inhibitor
GKLDFEFB_05611	CDS	1326			COG4325	putative protein
GKLDFEFB_05612	CDS	1935	htpG		COG0326	Chaperone protein HtpG
GKLDFEFB_05613	CDS	684				hypothetical protein
GKLDFEFB_05614	CDS	765	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GKLDFEFB_05615	CDS	1080				hypothetical protein
GKLDFEFB_05616	CDS	3765	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
GKLDFEFB_05617	CDS	1068	dinB	2.7.7.7		DNA polymerase IV
GKLDFEFB_05618	CDS	669				hypothetical protein
GKLDFEFB_05619	CDS	1011	gbpA_2			GlcNAc-binding protein A
GKLDFEFB_05620	CDS	1269				hypothetical protein
GKLDFEFB_05621	CDS	2001				hypothetical protein
GKLDFEFB_05622	CDS	1755				hypothetical protein
GKLDFEFB_05623	CDS	1281	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
GKLDFEFB_05624	CDS	429				hypothetical protein
GKLDFEFB_05625	CDS	393				hypothetical protein
GKLDFEFB_05626	CDS	798				hypothetical protein
GKLDFEFB_05627	CDS	390				hypothetical protein
GKLDFEFB_05628	CDS	930				hypothetical protein
GKLDFEFB_05629	CDS	399				hypothetical protein
GKLDFEFB_05630	CDS	429				hypothetical protein
GKLDFEFB_05631	CDS	777	ddaH	3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
GKLDFEFB_05632	CDS	1113				hypothetical protein
GKLDFEFB_05633	CDS	1452				hypothetical protein
GKLDFEFB_05634	CDS	3891				hypothetical protein
GKLDFEFB_05635	CDS	813				hypothetical protein
GKLDFEFB_05636	CDS	1140				hypothetical protein
GKLDFEFB_05637	CDS	816	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
GKLDFEFB_05638	CDS	1095				hypothetical protein
GKLDFEFB_05639	CDS	495				hypothetical protein
GKLDFEFB_05640	CDS	807		3.1.1.3		Lipase
GKLDFEFB_05641	CDS	1545	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_05642	CDS	1527				hypothetical protein
GKLDFEFB_05643	CDS	1353				hypothetical protein
GKLDFEFB_05644	CDS	1596				hypothetical protein
GKLDFEFB_05645	CDS	567	sigK_2		COG1595	ECF RNA polymerase sigma factor SigK
GKLDFEFB_05646	CDS	843				hypothetical protein
GKLDFEFB_05647	CDS	1230	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
GKLDFEFB_05648	CDS	1272				hypothetical protein
GKLDFEFB_05649	CDS	1362	ydjE			Inner membrane metabolite transport protein YdjE
GKLDFEFB_05650	CDS	879				hypothetical protein
GKLDFEFB_05651	CDS	750	gamR			HTH-type transcriptional repressor GamR
GKLDFEFB_05652	CDS	1326	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
GKLDFEFB_05653	CDS	1503				hypothetical protein
GKLDFEFB_05654	CDS	1293				hypothetical protein
GKLDFEFB_05655	CDS	771	COQ5_10	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GKLDFEFB_05656	CDS	912	garR_3	1.1.1.60		2-hydroxy-3-oxopropionate reductase
GKLDFEFB_05657	CDS	1419	ald_2	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
GKLDFEFB_05658	CDS	1083		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
GKLDFEFB_05659	tRNA	90				tRNA-Pro(ggg)
GKLDFEFB_05660	CDS	1308				hypothetical protein
GKLDFEFB_05661	CDS	300				hypothetical protein
GKLDFEFB_05662	CDS	849				hypothetical protein
GKLDFEFB_05663	CDS	978			COG4413	Urea transporter
GKLDFEFB_05664	CDS	654	tetR_3			Tetracycline repressor protein class A from transposon 1721
GKLDFEFB_05665	CDS	1155	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GKLDFEFB_05666	CDS	630				hypothetical protein
GKLDFEFB_05667	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
GKLDFEFB_05668	CDS	534	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
GKLDFEFB_05669	CDS	1443	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
GKLDFEFB_05670	CDS	114				hypothetical protein
GKLDFEFB_05671	CDS	1341				L-lactate transporter
GKLDFEFB_05672	CDS	618				hypothetical protein
GKLDFEFB_05673	CDS	1317				hypothetical protein
GKLDFEFB_05674	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
GKLDFEFB_05675	CDS	1389				hypothetical protein
GKLDFEFB_05676	CDS	795	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GKLDFEFB_05677	CDS	1656	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GKLDFEFB_05678	CDS	633	kstR2_2			HTH-type transcriptional repressor KstR2
GKLDFEFB_05679	CDS	891				hypothetical protein
GKLDFEFB_05680	CDS	1215	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
GKLDFEFB_05681	CDS	1074				hypothetical protein
GKLDFEFB_05682	CDS	429				hypothetical protein
GKLDFEFB_05683	CDS	411				hypothetical protein
GKLDFEFB_05684	CDS	534	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
GKLDFEFB_05685	CDS	783		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
GKLDFEFB_05686	CDS	654				hypothetical protein
GKLDFEFB_05687	CDS	876				hypothetical protein
GKLDFEFB_05688	CDS	891				hypothetical protein
GKLDFEFB_05689	CDS	1665		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
GKLDFEFB_05690	CDS	954				hypothetical protein
GKLDFEFB_05691	CDS	1587				hypothetical protein
GKLDFEFB_05692	CDS	1986		1.4.3.22		Histamine oxidase
GKLDFEFB_05693	CDS	789	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
GKLDFEFB_05694	CDS	642				hypothetical protein
GKLDFEFB_05695	CDS	573				hypothetical protein
GKLDFEFB_05696	CDS	909				hypothetical protein
GKLDFEFB_05697	CDS	1125	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
GKLDFEFB_05698	CDS	819	walR		COG0745	Transcriptional regulatory protein WalR
GKLDFEFB_05699	CDS	558				hypothetical protein
GKLDFEFB_05700	CDS	936				hypothetical protein
GKLDFEFB_05701	CDS	411				hypothetical protein
GKLDFEFB_05702	CDS	1374		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
GKLDFEFB_05703	CDS	1626	ybiT_4		COG0488	putative ABC transporter ATP-binding protein YbiT
GKLDFEFB_05704	CDS	423				hypothetical protein
GKLDFEFB_05705	CDS	714				hypothetical protein
GKLDFEFB_05706	CDS	489				hypothetical protein
GKLDFEFB_05707	CDS	852				hypothetical protein
GKLDFEFB_05708	CDS	516				hypothetical protein
GKLDFEFB_05709	CDS	255				hypothetical protein
GKLDFEFB_05710	CDS	174				hypothetical protein
GKLDFEFB_05711	CDS	291				hypothetical protein
GKLDFEFB_05712	CDS	1275	arnB_2	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GKLDFEFB_05713	CDS	825				hypothetical protein
GKLDFEFB_05714	CDS	1098				hypothetical protein
GKLDFEFB_05715	CDS	1461				hypothetical protein
GKLDFEFB_05716	CDS	1074				hypothetical protein
GKLDFEFB_05717	CDS	843		3.1.1.99		6-deoxy-6-sulfogluconolactonase
GKLDFEFB_05718	CDS	1209				hypothetical protein
GKLDFEFB_05719	CDS	570				hypothetical protein
GKLDFEFB_05720	CDS	441	espR_3			Nucleoid-associated protein EspR
GKLDFEFB_05721	CDS	939				hypothetical protein
GKLDFEFB_05722	tRNA	86				tRNA-Leu(gag)
GKLDFEFB_05723	CDS	1326	dapE_4	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
GKLDFEFB_05724	CDS	234	chpA			Chaplin-A
GKLDFEFB_05725	CDS	861				hypothetical protein
GKLDFEFB_05726	CDS	189				hypothetical protein
GKLDFEFB_05727	CDS	708				hypothetical protein
GKLDFEFB_05728	CDS	2550	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
GKLDFEFB_05729	CDS	984	yajO_7	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GKLDFEFB_05730	CDS	1056		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
GKLDFEFB_05731	CDS	789				hypothetical protein
GKLDFEFB_05732	CDS	996	corA_4		COG0598	Cobalt/magnesium transport protein CorA
GKLDFEFB_05733	CDS	699	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
GKLDFEFB_05734	CDS	591				hypothetical protein
GKLDFEFB_05735	CDS	936				hypothetical protein
GKLDFEFB_05736	CDS	1230	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
GKLDFEFB_05737	CDS	960				hypothetical protein
GKLDFEFB_05738	CDS	1035				hypothetical protein
GKLDFEFB_05739	CDS	177				hypothetical protein
GKLDFEFB_05740	CDS	1170		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
GKLDFEFB_05741	CDS	1134				hypothetical protein
GKLDFEFB_05742	CDS	1377		4.2.1.68	COG4948	L-fuconate dehydratase
GKLDFEFB_05743	CDS	786	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GKLDFEFB_05744	CDS	1023	rbsB		COG1879	Ribose import binding protein RbsB
GKLDFEFB_05745	CDS	1668	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
GKLDFEFB_05746	CDS	1032	araH		COG1172	L-arabinose transport system permease protein AraH
GKLDFEFB_05747	CDS	1017	fdh	1.1.1.122		D-threo-aldose 1-dehydrogenase
GKLDFEFB_05748	CDS	831				hypothetical protein
GKLDFEFB_05749	CDS	396				hypothetical protein
GKLDFEFB_05750	CDS	747	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
GKLDFEFB_05751	CDS	672	lutR_2		COG2186	HTH-type transcriptional regulator LutR
GKLDFEFB_05752	CDS	1329	atzA	3.8.1.8		Atrazine chlorohydrolase
GKLDFEFB_05753	CDS	759	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
GKLDFEFB_05754	CDS	690	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
GKLDFEFB_05755	CDS	708	mtnC	3.1.3.77		Enolase-phosphatase E1
GKLDFEFB_05756	CDS	597	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
GKLDFEFB_05757	CDS	1533	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
GKLDFEFB_05758	CDS	1611	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
GKLDFEFB_05759	CDS	1542	glpK_1	2.7.1.30	COG0554	Glycerol kinase
GKLDFEFB_05760	CDS	789	glpF_2		COG0580	putative glycerol uptake facilitator protein
GKLDFEFB_05761	CDS	774	gylR			Glycerol operon regulatory protein
GKLDFEFB_05762	CDS	3510	metH	2.1.1.13	COG0646	Methionine synthase
GKLDFEFB_05763	CDS	702	gph_9	3.1.3.18		Phosphoglycolate phosphatase
GKLDFEFB_05764	CDS	1611	ddpA_3		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GKLDFEFB_05765	CDS	1593	ddpA_4		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GKLDFEFB_05766	CDS	672	lnrK_7		COG2197	Transcriptional regulatory protein LnrK
GKLDFEFB_05767	CDS	1146				hypothetical protein
GKLDFEFB_05768	CDS	1311				hypothetical protein
GKLDFEFB_05769	CDS	909	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
GKLDFEFB_05770	CDS	588				hypothetical protein
GKLDFEFB_05771	CDS	288				hypothetical protein
GKLDFEFB_05772	CDS	1767	arc		COG0464	Proteasome-associated ATPase
GKLDFEFB_05773	CDS	1512	dop	3.4.-.-		Depupylase
GKLDFEFB_05774	CDS	219	pup			Prokaryotic ubiquitin-like protein Pup
GKLDFEFB_05775	CDS	777	prcB	3.4.25.1	COG0638	Proteasome subunit beta
GKLDFEFB_05776	CDS	786	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
GKLDFEFB_05777	CDS	1047	cytR_5		COG1609	HTH-type transcriptional repressor CytR
GKLDFEFB_05778	CDS	1269				hypothetical protein
GKLDFEFB_05779	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
GKLDFEFB_05780	CDS	987				hypothetical protein
GKLDFEFB_05781	CDS	375	fkbP	5.2.1.8		FK506-binding protein
GKLDFEFB_05782	CDS	990	pafB		COG2378	Protein PafB
GKLDFEFB_05783	CDS	951	pafC		COG2378	Protein PafC
GKLDFEFB_05784	CDS	261				hypothetical protein
GKLDFEFB_05785	CDS	204				hypothetical protein
GKLDFEFB_05786	CDS	285	tatA_2			Sec-independent protein translocase protein TatA
GKLDFEFB_05787	CDS	924	tatC		COG0805	Sec-independent protein translocase protein TatC
GKLDFEFB_05788	CDS	2820	helY	3.6.4.-	COG4581	putative helicase HelY
GKLDFEFB_05789	CDS	915	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GKLDFEFB_05790	CDS	1494	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
GKLDFEFB_05791	CDS	858			COG2375	putative protein
GKLDFEFB_05792	CDS	924		3.1.11.-	COG0258	5'-3' exonuclease
GKLDFEFB_05793	CDS	1200	opuAA_2	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
GKLDFEFB_05794	CDS	2598				hypothetical protein
GKLDFEFB_05795	CDS	702	btuF_3			Vitamin B12-binding protein
GKLDFEFB_05796	CDS	1179				hypothetical protein
GKLDFEFB_05797	CDS	948				putative HTH-type transcriptional regulator
GKLDFEFB_05798	CDS	693		2.4.2.-	COG2071	Putative glutamine amidotransferase
GKLDFEFB_05799	CDS	1473	yhdG_4		COG0531	putative amino acid permease YhdG
GKLDFEFB_05800	CDS	747	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
GKLDFEFB_05801	CDS	1368	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
GKLDFEFB_05802	CDS	1368	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
GKLDFEFB_05803	CDS	786	bacC_4	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GKLDFEFB_05804	CDS	1302				hypothetical protein
GKLDFEFB_05805	CDS	1218				hypothetical protein
GKLDFEFB_05806	CDS	1332				hypothetical protein
GKLDFEFB_05807	CDS	1320				hypothetical protein
GKLDFEFB_05808	CDS	735				hypothetical protein
GKLDFEFB_05809	CDS	729	aqpZ2			Aquaporin Z 2
GKLDFEFB_05810	CDS	399				hypothetical protein
GKLDFEFB_05811	CDS	531	infC		COG0290	Translation initiation factor IF-3
GKLDFEFB_05812	CDS	195	rpmI		COG0291	50S ribosomal protein L35
GKLDFEFB_05813	CDS	384	rplT		COG0292	50S ribosomal protein L20
GKLDFEFB_05814	CDS	855	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
GKLDFEFB_05815	CDS	1149	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
GKLDFEFB_05816	CDS	1125	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GKLDFEFB_05817	CDS	2529	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
GKLDFEFB_05818	CDS	1224				hypothetical protein
GKLDFEFB_05819	CDS	1338				hypothetical protein
GKLDFEFB_05820	CDS	531				hypothetical protein
GKLDFEFB_05821	CDS	258				hypothetical protein
GKLDFEFB_05822	CDS	858	fadB2_2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
GKLDFEFB_05823	CDS	1302				hypothetical protein
GKLDFEFB_05824	CDS	204				putative protein
GKLDFEFB_05825	CDS	1014				hypothetical protein
GKLDFEFB_05826	CDS	1347	norG		COG1167	HTH-type transcriptional regulator NorG
GKLDFEFB_05827	CDS	486				hypothetical protein
GKLDFEFB_05828	CDS	1344	melA	3.2.1.22	COG1486	Alpha-galactosidase
GKLDFEFB_05829	CDS	1026	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
GKLDFEFB_05830	CDS	894	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
GKLDFEFB_05831	CDS	1071				hypothetical protein
GKLDFEFB_05832	CDS	1401				hypothetical protein
GKLDFEFB_05833	CDS	1080				hypothetical protein
GKLDFEFB_05834	CDS	432				hypothetical protein
GKLDFEFB_05835	CDS	393				hypothetical protein
GKLDFEFB_05836	CDS	831				hypothetical protein
GKLDFEFB_05837	CDS	825	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
GKLDFEFB_05838	CDS	978				hypothetical protein
GKLDFEFB_05839	CDS	408	fosA	2.5.1.18		Glutathione transferase FosA
GKLDFEFB_05840	CDS	900	sigJ_5			ECF RNA polymerase sigma factor SigJ
GKLDFEFB_05841	CDS	630	tmrB			Tunicamycin resistance protein
GKLDFEFB_05842	CDS	1431				hypothetical protein
GKLDFEFB_05843	CDS	594				hypothetical protein
GKLDFEFB_05844	CDS	345				hypothetical protein
GKLDFEFB_05845	CDS	1215	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
GKLDFEFB_05846	CDS	2223	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
GKLDFEFB_05847	CDS	966				hypothetical protein
GKLDFEFB_05848	CDS	1203				hypothetical protein
GKLDFEFB_05849	CDS	1497				hypothetical protein
GKLDFEFB_05850	CDS	675	lnrK_8		COG2197	Transcriptional regulatory protein LnrK
GKLDFEFB_05851	CDS	1113	tet(X)_4	1.14.13.231		Flavin-dependent monooxygenase
GKLDFEFB_05852	CDS	627				hypothetical protein
GKLDFEFB_05853	CDS	1122				hypothetical protein
GKLDFEFB_05854	CDS	789				hypothetical protein
GKLDFEFB_05855	CDS	435				hypothetical protein
GKLDFEFB_05856	CDS	636	tam_8	2.1.1.144		Trans-aconitate 2-methyltransferase
GKLDFEFB_05857	CDS	1395				hypothetical protein
GKLDFEFB_05858	CDS	606				hypothetical protein
GKLDFEFB_05859	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
GKLDFEFB_05860	CDS	1155	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
GKLDFEFB_05861	CDS	963	argB	2.7.2.8	COG0548	Acetylglutamate kinase
GKLDFEFB_05862	CDS	1242	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
GKLDFEFB_05863	CDS	543	argR		COG1438	Arginine repressor
GKLDFEFB_05864	CDS	1170			COG1228	putative protein
GKLDFEFB_05865	CDS	582				hypothetical protein
GKLDFEFB_05866	CDS	1236				hypothetical protein
GKLDFEFB_05867	CDS	1125				hypothetical protein
GKLDFEFB_05868	CDS	309				hypothetical protein
GKLDFEFB_05869	CDS	756				hypothetical protein
GKLDFEFB_05870	CDS	798				hypothetical protein
GKLDFEFB_05871	CDS	741				hypothetical protein
GKLDFEFB_05872	tRNA	75				tRNA-Pro(ggg)
GKLDFEFB_05873	CDS	333				hypothetical protein
GKLDFEFB_05874	CDS	1194	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GKLDFEFB_05875	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GKLDFEFB_05876	CDS	579				hypothetical protein
GKLDFEFB_05877	CDS	1587	lfrA		COG0477	Multidrug efflux pump LfrA
GKLDFEFB_05878	CDS	1953	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
GKLDFEFB_05879	CDS	669	aas	6.2.1.20		Bifunctional protein Aas
GKLDFEFB_05880	CDS	1149	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
GKLDFEFB_05881	CDS	519				hypothetical protein
GKLDFEFB_05882	CDS	444				hypothetical protein
GKLDFEFB_05883	CDS	369				hypothetical protein
GKLDFEFB_05884	CDS	648	hxpA_2	3.1.3.22	COG0637	Hexitol phosphatase A
GKLDFEFB_05885	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GKLDFEFB_05886	CDS	771	metP		COG2011	Methionine import system permease protein MetP
GKLDFEFB_05887	CDS	861			COG1464	Membrane lipoprotein TpN32
GKLDFEFB_05888	CDS	636				hypothetical protein
GKLDFEFB_05889	CDS	1215	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
GKLDFEFB_05890	CDS	3864	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GKLDFEFB_05891	CDS	1224	cysG_2	4.99.1.4		Siroheme synthase
GKLDFEFB_05892	CDS	840	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GKLDFEFB_05893	CDS	432				hypothetical protein
GKLDFEFB_05894	CDS	1512	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_05895	CDS	270				hypothetical protein
GKLDFEFB_05896	CDS	210				hypothetical protein
GKLDFEFB_05897	CDS	1341				hypothetical protein
GKLDFEFB_05898	CDS	279				hypothetical protein
GKLDFEFB_05899	tRNA	73				tRNA-Val(gac)
GKLDFEFB_05900	tRNA	73				tRNA-Val(gac)
GKLDFEFB_05901	tRNA	73				tRNA-Val(gac)
GKLDFEFB_05902	tRNA	74				tRNA-Cys(gca)
GKLDFEFB_05903	tRNA	74				tRNA-Gly(gcc)
GKLDFEFB_05904	CDS	1071	menF_2	5.4.4.2		Isochorismate synthase MenF
GKLDFEFB_05905	CDS	825	dat_2	2.6.1.21		D-alanine aminotransferase
GKLDFEFB_05906	CDS	831	ypeA_2	2.3.1.-		Acetyltransferase YpeA
GKLDFEFB_05907	CDS	525				hypothetical protein
GKLDFEFB_05908	CDS	453				hypothetical protein
GKLDFEFB_05909	CDS	174				hypothetical protein
GKLDFEFB_05910	CDS	564				hypothetical protein
GKLDFEFB_05911	CDS	414	ssgB_3			Sporulation-specific cell division protein SsgB
GKLDFEFB_05912	CDS	465				hypothetical protein
GKLDFEFB_05913	tRNA	73				tRNA-Val(cac)
GKLDFEFB_05914	CDS	462				hypothetical protein
GKLDFEFB_05915	tRNA	74				tRNA-Val(cac)
GKLDFEFB_05916	CDS	726	dinG_4	3.1.-.-		3'-5' exonuclease DinG
GKLDFEFB_05917	CDS	534				hypothetical protein
GKLDFEFB_05918	CDS	1191				hypothetical protein
GKLDFEFB_05919	CDS	1983	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
GKLDFEFB_05920	CDS	546		2.7.7.53	COG0537	AP-4-A phosphorylase
GKLDFEFB_05921	CDS	777				hypothetical protein
GKLDFEFB_05922	CDS	1206				hypothetical protein
GKLDFEFB_05923	CDS	1671				hypothetical protein
GKLDFEFB_05924	CDS	2196			COG0480	Elongation factor G-like protein
GKLDFEFB_05925	CDS	657	pgsA2_2	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
GKLDFEFB_05926	CDS	1026		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
GKLDFEFB_05927	CDS	1161	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
GKLDFEFB_05928	CDS	705				hypothetical protein
GKLDFEFB_05929	CDS	546				hypothetical protein
GKLDFEFB_05930	CDS	930	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
GKLDFEFB_05931	CDS	588	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GKLDFEFB_05932	CDS	753			COG0217	putative transcriptional regulatory protein
GKLDFEFB_05933	CDS	624	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
GKLDFEFB_05934	CDS	621	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GKLDFEFB_05935	CDS	1083	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GKLDFEFB_05936	CDS	564				hypothetical protein
GKLDFEFB_05937	CDS	1791	secD			Protein translocase subunit SecD
GKLDFEFB_05938	CDS	1155	secF		COG0341	Protein translocase subunit SecF
GKLDFEFB_05939	CDS	549	apt_2	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
